invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,total_price,year,month,day,weekday,hour
555858,C2,CARRIAGE,1,2011-06-07 14:12:00,50.0,14911.0,EIRE,50.0,2011,6,7,1,14
555928,POST,POSTAGE,2,2011-06-08 08:02:00,15.0,12383.0,Belgium,30.0,2011,6,8,2,8
555931,POST,POSTAGE,4,2011-06-08 08:31:00,40.0,17828.0,Malta,160.0,2011,6,8,2,8
555937,POST,POSTAGE,3,2011-06-08 09:39:00,18.0,12683.0,France,54.0,2011,6,8,2,9
555941,POST,POSTAGE,1,2011-06-08 10:10:00,18.0,12726.0,France,18.0,2011,6,8,2,10
555943,POST,POSTAGE,3,2011-06-08 10:15:00,40.0,13520.0,Switzerland,120.0,2011,6,8,2,10
555948,23444,Next Day Carriage,1,2011-06-08 10:49:00,30.0,13752.0,United Kingdom,30.0,2011,6,8,2,10
556114,POST,POSTAGE,1,2011-06-09 09:36:00,18.0,12569.0,Germany,18.0,2011,6,9,3,9
556118,POST,POSTAGE,2,2011-06-09 09:54:00,18.0,13811.0,Germany,36.0,2011,6,9,3,9
556126,C2,CARRIAGE,1,2011-06-09 10:23:00,50.0,14911.0,EIRE,50.0,2011,6,9,3,10
556194,POST,POSTAGE,2,2011-06-09 12:20:00,18.0,12483.0,Sweden,36.0,2011,6,9,3,12
556203,POST,POSTAGE,1,2011-06-09 13:09:00,15.0,12399.0,Belgium,15.0,2011,6,9,3,13
556206,C2,CARRIAGE,1,2011-06-09 13:46:00,50.0,14911.0,EIRE,50.0,2011,6,9,3,13
556235,POST,POSTAGE,1,2011-06-09 15:29:00,15.0,12778.0,Netherlands,15.0,2011,6,9,3,15
556258,POST,POSTAGE,3,2011-06-09 17:48:00,18.0,12694.0,France,54.0,2011,6,9,3,17
556259,POST,POSTAGE,4,2011-06-09 17:53:00,18.0,12721.0,France,72.0,2011,6,9,3,17
556305,POST,POSTAGE,4,2011-06-10 10:38:00,18.0,12643.0,France,72.0,2011,6,10,4,10
556443,POST,POSTAGE,4,2011-06-10 15:28:00,18.0,12712.0,Germany,72.0,2011,6,10,4,15
556463,POST,POSTAGE,2,2011-06-12 10:47:00,18.0,12583.0,France,36.0,2011,6,12,6,10
556469,POST,POSTAGE,3,2011-06-12 11:37:00,18.0,12516.0,Germany,54.0,2011,6,12,6,11
556509,POST,POSTAGE,2,2011-06-13 10:33:00,18.0,12708.0,Germany,36.0,2011,6,13,0,10
556517,POST,POSTAGE,5,2011-06-13 10:52:00,18.0,12481.0,Germany,90.0,2011,6,13,0,10
556526,POST,POSTAGE,1,2011-06-13 11:33:00,18.0,12732.0,France,18.0,2011,6,13,0,11
556529,POST,POSTAGE,4,2011-06-13 11:41:00,18.0,12714.0,France,72.0,2011,6,13,0,11
556574,23444,Next Day Carriage,1,2011-06-13 13:41:00,15.0,16209.0,United Kingdom,15.0,2011,6,13,0,13
556767,23444,Next Day Carriage,1,2011-06-14 12:17:00,15.0,18073.0,United Kingdom,15.0,2011,6,14,1,12
556794,23444,Next Day Carriage,1,2011-06-14 14:06:00,15.0,13720.0,United Kingdom,15.0,2011,6,14,1,14
556816,POST,POSTAGE,3,2011-06-15 09:01:00,18.0,12437.0,France,54.0,2011,6,15,2,9
556819,POST,POSTAGE,4,2011-06-15 10:21:00,18.0,12682.0,France,72.0,2011,6,15,2,10
556829,POST,POSTAGE,3,2011-06-15 10:51:00,28.0,12809.0,Portugal,84.0,2011,6,15,2,10
556883,C2,CARRIAGE,1,2011-06-15 12:24:00,50.0,13343.0,United Kingdom,50.0,2011,6,15,2,12
556886,POST,POSTAGE,2,2011-06-15 12:34:00,18.0,12624.0,France,36.0,2011,6,15,2,12
556969,C2,CARRIAGE,1,2011-06-16 10:11:00,25.0,16257.0,United Kingdom,25.0,2011,6,16,3,10
557027,POST,POSTAGE,2,2011-06-16 13:24:00,40.0,12816.0,Poland,80.0,2011,6,16,3,13
557055,POST,POSTAGE,2,2011-06-16 14:45:00,18.0,12621.0,Germany,36.0,2011,6,16,3,14
557069,POST,POSTAGE,3,2011-06-16 15:22:00,18.0,12562.0,France,54.0,2011,6,16,3,15
557136,C2,CARRIAGE,1,2011-06-17 09:23:00,50.0,14911.0,EIRE,50.0,2011,6,17,4,9
557147,POST,POSTAGE,4,2011-06-17 10:51:00,15.0,12408.0,Belgium,60.0,2011,6,17,4,10
557232,POST,POSTAGE,2,2011-06-17 14:28:00,18.0,12463.0,Belgium,36.0,2011,6,17,4,14
557295,POST,POSTAGE,1,2011-06-19 13:37:00,18.0,12724.0,France,18.0,2011,6,19,6,13
557297,POST,POSTAGE,2,2011-06-19 13:54:00,28.0,12421.0,Spain,56.0,2011,6,19,6,13
557314,POST,POSTAGE,1,2011-06-19 15:59:00,28.0,12541.0,Spain,28.0,2011,6,19,6,15
557318,C2,CARRIAGE,1,2011-06-19 16:11:00,50.0,14911.0,EIRE,50.0,2011,6,19,6,16
557442,22929,SCHOOL DESK AND CHAIR ,1,2011-06-20 12:53:00,65.0,14808.0,United Kingdom,65.0,2011,6,20,0,12
557472,22929,SCHOOL DESK AND CHAIR ,2,2011-06-20 13:27:00,65.0,12432.0,Norway,130.0,2011,6,20,0,13
557483,POST,POSTAGE,1,2011-06-20 14:17:00,18.0,12643.0,France,18.0,2011,6,20,0,14
557489,POST,POSTAGE,3,2011-06-20 14:58:00,18.0,12490.0,France,54.0,2011,6,20,0,14
557525,POST,POSTAGE,3,2011-06-21 09:26:00,15.0,12759.0,Netherlands,45.0,2011,6,21,1,9
557569,POST,POSTAGE,2,2011-06-21 10:46:00,18.0,12474.0,Germany,36.0,2011,6,21,1,10
557605,C2,CARRIAGE,1,2011-06-21 12:06:00,25.0,14911.0,EIRE,25.0,2011,6,21,1,12
557627,POST,POSTAGE,1,2011-06-21 14:30:00,18.0,12583.0,France,18.0,2011,6,21,1,14
557669,POST,POSTAGE,2,2011-06-22 09:43:00,18.0,12674.0,France,36.0,2011,6,22,2,9
557681,23444,Next Day Carriage,1,2011-06-22 10:31:00,15.0,14463.0,United Kingdom,15.0,2011,6,22,2,10
557734,POST,POSTAGE,2,2011-06-22 11:20:00,18.0,12684.0,France,36.0,2011,6,22,2,11
557742,C2,CARRIAGE,1,2011-06-22 11:46:00,50.0,14911.0,EIRE,50.0,2011,6,22,2,11
557759,C2,CARRIAGE,1,2011-06-22 13:52:00,50.0,14156.0,EIRE,50.0,2011,6,22,2,13
557789,POST,POSTAGE,3,2011-06-22 16:32:00,15.0,12379.0,Belgium,45.0,2011,6,22,2,16
557803,POST,POSTAGE,1,2011-06-23 10:20:00,40.0,12704.0,Finland,40.0,2011,6,23,3,10
557850,POST,POSTAGE,2,2011-06-23 10:56:00,18.0,12720.0,Germany,36.0,2011,6,23,3,10
557872,C2,CARRIAGE,1,2011-06-23 12:42:00,50.0,14911.0,EIRE,50.0,2011,6,23,3,12
557885,POST,POSTAGE,2,2011-06-23 13:37:00,15.0,12465.0,Belgium,30.0,2011,6,23,3,13
557889,POST,POSTAGE,2,2011-06-23 13:51:00,18.0,12412.0,Denmark,36.0,2011,6,23,3,13
557939,POST,POSTAGE,2,2011-06-23 15:44:00,40.0,12697.0,Sweden,80.0,2011,6,23,3,15
557972,POST,POSTAGE,2,2011-06-24 10:16:00,18.0,12500.0,Germany,36.0,2011,6,24,4,10
558041,POST,POSTAGE,3,2011-06-24 13:20:00,40.0,12422.0,Switzerland,120.0,2011,6,24,4,13
558045,POST,POSTAGE,3,2011-06-24 13:35:00,18.0,12615.0,France,54.0,2011,6,24,4,13
558089,POST,POSTAGE,3,2011-06-26 12:36:00,40.0,13505.0,Switzerland,120.0,2011,6,26,6,12
558108,POST,POSTAGE,1,2011-06-26 15:35:00,28.0,12548.0,Spain,28.0,2011,6,26,6,15
558124,POST,POSTAGE,1,2011-06-27 10:17:00,18.0,12493.0,France,18.0,2011,6,27,0,10
558233,23444,Next Day Carriage,1,2011-06-27 14:36:00,15.0,18073.0,United Kingdom,15.0,2011,6,27,0,14
558334,POST,POSTAGE,1,2011-06-28 13:11:00,18.0,12599.0,France,18.0,2011,6,28,1,13
558608,POST,POSTAGE,1,2011-06-30 15:30:00,18.0,12524.0,Germany,18.0,2011,6,30,3,15
558623,POST,POSTAGE,1,2011-06-30 16:52:00,15.0,12395.0,Belgium,15.0,2011,6,30,3,16
558626,POST,POSTAGE,1,2011-06-30 17:34:00,18.0,12569.0,Germany,18.0,2011,6,30,3,17
558628,POST,POSTAGE,5,2011-06-30 17:59:00,18.0,12626.0,Germany,90.0,2011,6,30,3,17
558640,C2,CARRIAGE,1,2011-07-01 08:58:00,50.0,14911.0,EIRE,50.0,2011,7,1,4,8
558644,C2,CARRIAGE,1,2011-07-01 10:16:00,50.0,14156.0,EIRE,50.0,2011,7,1,4,10
558679,M,Manual,1,2011-07-01 10:58:00,1.0,17800.0,United Kingdom,1.0,2011,7,1,4,10
558687,POST,POSTAGE,1,2011-07-01 11:43:00,18.0,12598.0,France,18.0,2011,7,1,4,11
558699,POST,POSTAGE,1,2011-07-01 12:17:00,18.0,12494.0,France,18.0,2011,7,1,4,12
558717,POST,POSTAGE,1,2011-07-01 13:22:00,18.0,12710.0,Germany,18.0,2011,7,1,4,13
558771,35265,COLOURFUL FLOWER FRUIT BOWL,1,2011-07-03 15:53:00,1.0,17105.0,United Kingdom,1.0,2011,7,3,6,15
558813,POST,POSTAGE,3,2011-07-04 11:42:00,18.0,12682.0,France,54.0,2011,7,4,0,11
558841,M,Manual,1,2011-07-04 11:59:00,30.0,12471.0,Germany,30.0,2011,7,4,0,11
558887,23444,Next Day Carriage,1,2011-07-04 15:26:00,15.0,18265.0,United Kingdom,15.0,2011,7,4,0,15
558908,C2,CARRIAGE,1,2011-07-05 09:06:00,50.0,13338.0,United Kingdom,50.0,2011,7,5,1,9
558908,23444,Next Day Carriage,1,2011-07-05 09:06:00,15.0,13338.0,United Kingdom,15.0,2011,7,5,1,9
559004,POST,POSTAGE,4,2011-07-05 12:23:00,40.0,12428.0,Finland,160.0,2011,7,5,1,12
559010,C2,CARRIAGE,1,2011-07-05 12:50:00,50.0,14911.0,EIRE,50.0,2011,7,5,1,12
559035,23444,Next Day Carriage,1,2011-07-05 15:12:00,15.0,13695.0,United Kingdom,15.0,2011,7,5,1,15
559058,POST,POSTAGE,6,2011-07-06 09:49:00,15.0,12407.0,Belgium,90.0,2011,7,6,2,9
559134,POST,POSTAGE,5,2011-07-06 13:14:00,18.0,12700.0,France,90.0,2011,7,6,2,13
559135,POST,POSTAGE,1,2011-07-06 13:18:00,28.0,12455.0,Spain,28.0,2011,7,6,2,13
559165,21763,VINTAGE WOODEN BAR STOOL,1,2011-07-06 16:40:00,20.0,12977.0,United Kingdom,20.0,2011,7,6,2,16
559173,POST,POSTAGE,2,2011-07-07 10:03:00,28.0,12540.0,Spain,56.0,2011,7,7,3,10
559206,23444,Next Day Carriage,1,2011-07-07 11:12:00,15.0,18073.0,United Kingdom,15.0,2011,7,7,3,11
559295,POST,POSTAGE,2,2011-07-07 12:32:00,15.0,12362.0,Belgium,30.0,2011,7,7,3,12
559298,POST,POSTAGE,6,2011-07-07 12:38:00,18.0,12471.0,Germany,108.0,2011,7,7,3,12
559315,23444,Next Day Carriage,1,2011-07-07 13:52:00,15.0,13456.0,United Kingdom,15.0,2011,7,7,3,13
559316,POST,POSTAGE,1,2011-07-07 13:54:00,18.0,12647.0,Germany,18.0,2011,7,7,3,13
559362,POST,POSTAGE,3,2011-07-08 08:43:00,18.0,12635.0,Germany,54.0,2011,7,8,4,8
559418,POST,POSTAGE,3,2011-07-08 11:36:00,18.0,12681.0,France,54.0,2011,7,8,4,11
559421,POST,POSTAGE,1,2011-07-08 11:55:00,18.0,12648.0,Germany,18.0,2011,7,8,4,11
559422,POST,POSTAGE,2,2011-07-08 12:00:00,18.0,12553.0,France,36.0,2011,7,8,4,12
559441,POST,POSTAGE,2,2011-07-08 12:22:00,18.0,12583.0,France,36.0,2011,7,8,4,12
559607,POST,POSTAGE,5,2011-07-11 11:39:00,18.0,12681.0,France,90.0,2011,7,11,0,11
559680,POST,POSTAGE,2,2011-07-11 14:47:00,50.0,12717.0,Greece,100.0,2011,7,11,0,14
559685,POST,POSTAGE,1,2011-07-11 15:22:00,18.0,12599.0,France,18.0,2011,7,11,0,15
559699,POST,POSTAGE,1,2011-07-12 08:52:00,18.0,12682.0,France,18.0,2011,7,12,1,8
559704,POST,POSTAGE,4,2011-07-12 09:54:00,18.0,12669.0,France,72.0,2011,7,12,1,9
559707,POST,POSTAGE,2,2011-07-12 10:04:00,40.0,12358.0,Austria,80.0,2011,7,12,1,10
559710,POST,POSTAGE,1,2011-07-12 10:25:00,18.0,12474.0,Germany,18.0,2011,7,12,1,10
559819,POST,POSTAGE,1,2011-07-12 16:58:00,18.0,12682.0,France,18.0,2011,7,12,1,16
559835,POST,POSTAGE,1,2011-07-13 10:08:00,15.0,13509.0,United Kingdom,15.0,2011,7,13,2,10
559862,POST,POSTAGE,4,2011-07-13 10:30:00,28.0,12782.0,Portugal,112.0,2011,7,13,2,10
559890,POST,POSTAGE,1,2011-07-13 11:58:00,15.0,12464.0,Belgium,15.0,2011,7,13,2,11
559899,POST,POSTAGE,3,2011-07-13 12:24:00,18.0,12528.0,Germany,54.0,2011,7,13,2,12
559945,M,Manual,1,2011-07-14 10:24:00,18.0,17396.0,United Kingdom,18.0,2011,7,14,3,10
559987,POST,POSTAGE,5,2011-07-14 12:12:00,18.0,12619.0,Germany,90.0,2011,7,14,3,12
560041,C2,CARRIAGE,1,2011-07-14 14:46:00,50.0,14156.0,EIRE,50.0,2011,7,14,3,14
560119,POST,POSTAGE,2,2011-07-15 10:21:00,40.0,12815.0,Poland,80.0,2011,7,15,4,10
560202,POST,POSTAGE,4,2011-07-15 13:10:00,18.0,12712.0,Germany,72.0,2011,7,15,4,13
560211,POST,POSTAGE,3,2011-07-15 14:34:00,18.0,12621.0,Germany,54.0,2011,7,15,4,14
560230,POST,POSTAGE,2,2011-07-17 10:53:00,18.0,12600.0,Germany,36.0,2011,7,17,6,10
560272,POST,POSTAGE,1,2011-07-17 14:56:00,18.0,12691.0,France,18.0,2011,7,17,6,14
560300,90030C,BROWN KUKUI COCONUT SEED NECKLACE,6,2011-07-18 10:29:00,1.0,14911.0,EIRE,6.0,2011,7,18,0,10
560300,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-07-18 10:29:00,1.0,14911.0,EIRE,6.0,2011,7,18,0,10
560300,90031,BILI NUT AND WOOD NECKLACE,6,2011-07-18 10:29:00,1.0,14911.0,EIRE,6.0,2011,7,18,0,10
560300,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-07-18 10:29:00,1.0,14911.0,EIRE,6.0,2011,7,18,0,10
560363,POST,POSTAGE,1,2011-07-18 12:05:00,18.0,12589.0,France,18.0,2011,7,18,0,12
560366,23444,Next Day Carriage,1,2011-07-18 12:19:00,15.0,16859.0,United Kingdom,15.0,2011,7,18,0,12
560452,POST,POSTAGE,1,2011-07-19 09:51:00,18.0,12682.0,France,18.0,2011,7,19,1,9
560534,C2,CARRIAGE,1,2011-07-19 12:10:00,50.0,14911.0,EIRE,50.0,2011,7,19,1,12
560545,POST,POSTAGE,1,2011-07-19 12:38:00,18.0,12569.0,Germany,18.0,2011,7,19,1,12
560549,POST,POSTAGE,2,2011-07-19 12:43:00,40.0,12664.0,Finland,80.0,2011,7,19,1,12
560566,POST,POSTAGE,2,2011-07-19 13:45:00,18.0,12662.0,Germany,36.0,2011,7,19,1,13
560569,POST,POSTAGE,3,2011-07-19 14:04:00,18.0,12480.0,Germany,54.0,2011,7,19,1,14
560607,POST,POSTAGE,3,2011-07-20 10:15:00,28.0,12510.0,Spain,84.0,2011,7,20,2,10
560635,POST,POSTAGE,3,2011-07-20 10:51:00,18.0,12521.0,Germany,54.0,2011,7,20,2,10
560690,23444,Next Day Carriage,1,2011-07-20 12:00:00,15.0,16807.0,United Kingdom,15.0,2011,7,20,2,12
560710,POST,POSTAGE,1,2011-07-20 12:51:00,15.0,14646.0,Netherlands,15.0,2011,7,20,2,12
560728,POST,POSTAGE,2,2011-07-20 14:38:00,18.0,12520.0,Germany,36.0,2011,7,20,2,14
560783,POST,POSTAGE,4,2011-07-21 10:24:00,15.0,15108.0,European Community,60.0,2011,7,21,3,10
560876,POST,POSTAGE,6,2011-07-21 15:14:00,18.0,12626.0,Germany,108.0,2011,7,21,3,15
560916,C2,CARRIAGE,1,2011-07-21 18:19:00,50.0,14911.0,EIRE,50.0,2011,7,21,3,18
560922,C2,CARRIAGE,1,2011-07-21 19:34:00,50.0,14911.0,EIRE,50.0,2011,7,21,3,19
560991,POST,POSTAGE,3,2011-07-22 13:29:00,40.0,12438.0,Norway,120.0,2011,7,22,4,13
560997,POST,POSTAGE,4,2011-07-22 13:59:00,18.0,12627.0,Germany,72.0,2011,7,22,4,13
561029,POST,POSTAGE,2,2011-07-24 11:25:00,18.0,12490.0,France,36.0,2011,7,24,6,11
561037,POST,POSTAGE,3,2011-07-24 11:55:00,18.0,12472.0,Germany,54.0,2011,7,24,6,11
561093,POST,POSTAGE,6,2011-07-25 10:01:00,28.0,12540.0,Spain,168.0,2011,7,25,0,10
561094,POST,POSTAGE,2,2011-07-25 10:04:00,18.0,12474.0,Germany,36.0,2011,7,25,0,10
561102,POST,POSTAGE,1,2011-07-25 11:17:00,18.0,12412.0,Denmark,18.0,2011,7,25,0,11
561115,23444,Next Day Carriage,1,2011-07-25 12:12:00,15.0,17675.0,United Kingdom,15.0,2011,7,25,0,12
561116,POST,POSTAGE,5,2011-07-25 12:22:00,40.0,13520.0,Switzerland,200.0,2011,7,25,0,12
561200,23444,Next Day Carriage,1,2011-07-25 15:01:00,15.0,13695.0,United Kingdom,15.0,2011,7,25,0,15
561257,C2,CARRIAGE,1,2011-07-26 12:00:00,50.0,14911.0,EIRE,50.0,2011,7,26,1,12
561284,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-07-26 12:24:00,0.0,16818.0,United Kingdom,0.0,2011,7,26,1,12
561359,23444,Next Day Carriage,1,2011-07-26 15:29:00,15.0,17160.0,United Kingdom,15.0,2011,7,26,1,15
561468,POST,POSTAGE,5,2011-07-27 13:00:00,18.0,12709.0,Germany,90.0,2011,7,27,2,13
561470,POST,POSTAGE,1,2011-07-27 13:14:00,18.0,12523.0,France,18.0,2011,7,27,2,13
561502,23444,Next Day Carriage,1,2011-07-27 14:14:00,15.0,14305.0,United Kingdom,15.0,2011,7,27,2,14
561583,POST,POSTAGE,3,2011-07-28 10:33:00,18.0,13813.0,Germany,54.0,2011,7,28,3,10
561631,C2,CARRIAGE,1,2011-07-28 14:27:00,50.0,14911.0,EIRE,50.0,2011,7,28,3,14
561662,POST,POSTAGE,2,2011-07-28 16:28:00,15.0,12407.0,Belgium,30.0,2011,7,28,3,16
561669,POST,POSTAGE,6,2011-07-28 17:09:00,28.0,12507.0,Spain,168.0,2011,7,28,3,17
561795,POST,POSTAGE,3,2011-07-29 13:28:00,18.0,12716.0,France,54.0,2011,7,29,4,13
561890,POST,POSTAGE,2,2011-07-31 14:17:00,40.0,12697.0,Sweden,80.0,2011,7,31,6,14
561902,M,Manual,1,2011-07-31 15:50:00,30.0,17404.0,Sweden,30.0,2011,7,31,6,15
561911,POST,POSTAGE,6,2011-08-01 10:26:00,18.0,12534.0,Germany,108.0,2011,8,1,0,10
561916,M,Manual,1,2011-08-01 11:44:00,0.0,15581.0,United Kingdom,0.0,2011,8,1,0,11
562034,POST,POSTAGE,6,2011-08-02 09:14:00,15.0,12449.0,Belgium,90.0,2011,8,2,1,9
562035,POST,POSTAGE,2,2011-08-02 09:29:00,18.0,12627.0,Germany,36.0,2011,8,2,1,9
562037,POST,POSTAGE,3,2011-08-02 09:34:00,15.0,13023.0,United Kingdom,45.0,2011,8,2,1,9
562038,POST,POSTAGE,1,2011-08-02 09:35:00,18.0,12633.0,Germany,18.0,2011,8,2,1,9
562148,23444,Next Day Carriage,1,2011-08-03 10:49:00,15.0,13695.0,United Kingdom,15.0,2011,8,3,2,10
562273,POST,POSTAGE,6,2011-08-04 09:55:00,28.0,12502.0,Spain,168.0,2011,8,4,3,9
562274,POST,POSTAGE,2,2011-08-04 10:00:00,40.0,12704.0,Finland,80.0,2011,8,4,3,10
562275,POST,POSTAGE,2,2011-08-04 10:04:00,18.0,12689.0,France,36.0,2011,8,4,3,10
562287,POST,POSTAGE,1,2011-08-04 11:07:00,28.0,12455.0,Spain,28.0,2011,8,4,3,11
562370,POST,POSTAGE,4,2011-08-04 14:20:00,18.0,12626.0,Germany,72.0,2011,8,4,3,14
562435,POST,POSTAGE,2,2011-08-04 17:51:00,18.0,12693.0,Germany,36.0,2011,8,4,3,17
562445,POST,POSTAGE,3,2011-08-04 18:51:00,18.0,12417.0,Belgium,54.0,2011,8,4,3,18
562450,POST,POSTAGE,3,2011-08-05 08:40:00,18.0,12562.0,France,54.0,2011,8,5,4,8
562520,POST,POSTAGE,1,2011-08-05 12:38:00,18.0,12599.0,France,18.0,2011,8,5,4,12
562527,POST,POSTAGE,2,2011-08-05 13:49:00,18.0,12647.0,Germany,36.0,2011,8,5,4,13
562528,POST,POSTAGE,4,2011-08-05 13:52:00,28.0,12610.0,Italy,112.0,2011,8,5,4,13
562537,POST,POSTAGE,5,2011-08-05 15:02:00,18.0,12517.0,Germany,90.0,2011,8,5,4,15
562600,POST,POSTAGE,1,2011-08-08 10:01:00,40.0,12676.0,Sweden,40.0,2011,8,8,0,10
562605,POST,POSTAGE,2,2011-08-08 10:59:00,18.0,12530.0,Germany,36.0,2011,8,8,0,10
562650,POST,POSTAGE,2,2011-08-08 13:12:00,40.0,17404.0,Sweden,80.0,2011,8,8,0,13
562729,POST,POSTAGE,1,2011-08-09 10:05:00,18.0,12569.0,Germany,18.0,2011,8,9,1,10
562838,90030B,RED KUKUI COCONUT SEED NECKLACE,6,2011-08-09 15:59:00,1.0,13162.0,United Kingdom,6.0,2011,8,9,1,15
562853,POST,POSTAGE,1,2011-08-10 10:15:00,18.0,13919.0,Denmark,18.0,2011,8,10,2,10
562882,POST,POSTAGE,2,2011-08-10 11:23:00,40.0,12384.0,Switzerland,80.0,2011,8,10,2,11
562960,C2,CARRIAGE,1,2011-08-11 10:22:00,50.0,14911.0,EIRE,50.0,2011,8,11,3,10
563020,POST,POSTAGE,3,2011-08-11 12:58:00,40.0,12428.0,Finland,120.0,2011,8,11,3,12
563037,POST,POSTAGE,3,2011-08-11 15:02:00,15.0,12362.0,Belgium,45.0,2011,8,11,3,15
563060,23444,Next Day Carriage,1,2011-08-11 15:24:00,15.0,17653.0,United Kingdom,15.0,2011,8,11,3,15
563100,POST,POSTAGE,6,2011-08-12 09:57:00,40.0,12381.0,Norway,240.0,2011,8,12,4,9
563172,POST,POSTAGE,1,2011-08-12 13:15:00,15.0,12399.0,Belgium,15.0,2011,8,12,4,13
563177,22929,SCHOOL DESK AND CHAIR ,1,2011-08-12 14:03:00,65.0,17293.0,United Kingdom,65.0,2011,8,12,4,14
563189,POST,POSTAGE,2,2011-08-12 15:22:00,18.0,12682.0,France,36.0,2011,8,12,4,15
563288,POST,POSTAGE,4,2011-08-15 12:53:00,18.0,12656.0,France,72.0,2011,8,15,0,12
563345,POST,POSTAGE,2,2011-08-15 13:22:00,18.0,12619.0,Germany,36.0,2011,8,15,0,13
563355,C2,CARRIAGE,1,2011-08-15 14:39:00,50.0,14156.0,EIRE,50.0,2011,8,15,0,14
563373,POST,POSTAGE,2,2011-08-16 10:02:00,18.0,12569.0,Germany,36.0,2011,8,16,1,10
563383,POST,POSTAGE,1,2011-08-16 10:52:00,15.0,14407.0,United Kingdom,15.0,2011,8,16,1,10
563443,POST,POSTAGE,1,2011-08-16 13:26:00,40.0,12641.0,Sweden,40.0,2011,8,16,1,13
563518,POST,POSTAGE,2,2011-08-17 10:56:00,28.0,12421.0,Spain,56.0,2011,8,17,2,10
563540,POST,POSTAGE,5,2011-08-17 12:04:00,18.0,12473.0,Germany,90.0,2011,8,17,2,12
563548,POST,POSTAGE,3,2011-08-17 12:30:00,18.0,12528.0,Germany,54.0,2011,8,17,2,12
563561,23444,Next Day Carriage,1,2011-08-17 14:02:00,15.0,18073.0,United Kingdom,15.0,2011,8,17,2,14
563613,22929,SCHOOL DESK AND CHAIR ,2,2011-08-18 08:49:00,65.0,12688.0,Israel,130.0,2011,8,18,3,8
563662,POST,POSTAGE,2,2011-08-18 11:40:00,18.0,12729.0,France,36.0,2011,8,18,3,11
563712,POST,POSTAGE,2,2011-08-18 15:44:00,18.0,12680.0,France,36.0,2011,8,18,3,15
563714,C2,CARRIAGE,1,2011-08-18 15:51:00,50.0,14565.0,United Kingdom,50.0,2011,8,18,3,15
563749,POST,POSTAGE,2,2011-08-19 10:10:00,40.0,12360.0,Austria,80.0,2011,8,19,4,10
563753,POST,POSTAGE,3,2011-08-19 10:51:00,18.0,12513.0,France,54.0,2011,8,19,4,10
563776,POST,POSTAGE,2,2011-08-19 11:23:00,18.0,12600.0,Germany,36.0,2011,8,19,4,11
563808,POST,POSTAGE,2,2011-08-19 11:46:00,18.0,12626.0,Germany,36.0,2011,8,19,4,11
563852,POST,POSTAGE,2,2011-08-19 15:18:00,15.0,12395.0,Belgium,30.0,2011,8,19,4,15
563854,POST,POSTAGE,3,2011-08-19 15:24:00,15.0,12364.0,Belgium,45.0,2011,8,19,4,15
563897,POST,POSTAGE,1,2011-08-21 10:44:00,18.0,12523.0,France,18.0,2011,8,21,6,10
563911,C2,CARRIAGE,1,2011-08-21 12:39:00,50.0,16265.0,United Kingdom,50.0,2011,8,21,6,12
563913,C2,CARRIAGE,1,2011-08-21 13:11:00,50.0,14911.0,EIRE,50.0,2011,8,21,6,13
563914,POST,POSTAGE,2,2011-08-21 13:18:00,18.0,12518.0,Germany,36.0,2011,8,21,6,13
563926,POST,POSTAGE,2,2011-08-21 14:42:00,18.0,12553.0,France,36.0,2011,8,21,6,14
563928,90030C,BROWN KUKUI COCONUT SEED NECKLACE,3,2011-08-21 15:17:00,1.0,17059.0,United Kingdom,3.0,2011,8,21,6,15
563936,POST,POSTAGE,1,2011-08-22 09:03:00,40.0,17828.0,Malta,40.0,2011,8,22,0,9
564039,POST,POSTAGE,2,2011-08-22 12:40:00,18.0,12645.0,Germany,36.0,2011,8,22,0,12
564050,23444,Next Day Carriage,1,2011-08-22 13:32:00,15.0,17160.0,United Kingdom,15.0,2011,8,22,0,13
564082,POST,POSTAGE,4,2011-08-23 08:51:00,18.0,12627.0,Germany,72.0,2011,8,23,1,8
564085,C2,CARRIAGE,1,2011-08-23 09:17:00,50.0,14911.0,EIRE,50.0,2011,8,23,1,9
564140,POST,POSTAGE,2,2011-08-23 11:47:00,18.0,12621.0,Germany,36.0,2011,8,23,1,11
564173,POST,POSTAGE,4,2011-08-23 14:23:00,18.0,12567.0,France,72.0,2011,8,23,1,14
564196,POST,POSTAGE,1,2011-08-23 16:56:00,15.0,17315.0,United Kingdom,15.0,2011,8,23,1,16
564197,23444,Next Day Carriage,1,2011-08-23 17:13:00,15.0,13425.0,United Kingdom,15.0,2011,8,23,1,17
564201,POST,POSTAGE,2,2011-08-24 08:09:00,28.0,12540.0,Spain,56.0,2011,8,24,2,8
564216,POST,POSTAGE,2,2011-08-24 09:23:00,18.0,12642.0,Germany,36.0,2011,8,24,2,9
564226,POST,POSTAGE,2,2011-08-24 10:13:00,18.0,12523.0,France,36.0,2011,8,24,2,10
564318,23444,Next Day Carriage,1,2011-08-24 13:15:00,15.0,14035.0,United Kingdom,15.0,2011,8,24,2,13
